name,Team,team_id,league,league_rank,player_code,position,rtg_adj,mv_adj,ga_adj,gap90_adj,talent_score
Maxi Rodriguez,Rhode Island Fc,1597140,USLC,63.7,mrodriguez,Attacking Midfielder,0.5826319940014478,0.5126338039094012,0.16881916433964214,0.23675858413486398,0.38210776709070227
Maximiliano Falcon,Inter Miami Cf,960720,MLS,78.31,mfalcon,Center Back,0.28123293829281215,0.4031661003498356,0.6076991463809718,0.670632391313629,0.4877326482280938
Maximiliano Schenfeld,Richmond Kickers,267811,USL1,56.19,mschenfeld,Left Back,0.5334741080855452,0.082780465047757,0.17935767427014015,0.2575392245930218,0.2897316276671495
Maya Yoshida,Los Angeles Galaxy,6637,MLS,78.31,myoshida,Center Back,0.0845665478782582,0.06686657274094834,0.743398955767014,0.7138989972048309,0.4015927692265192
Mayele Malango,Monterey Bay Fc,915808,USLC,63.7,mmalango,Left Winger,0.387048815803082,0.25528751680628814,0.7082169821077671,0.6958643603268176,0.5175748526217809
McKinze Gaines,New Mexico United,1003208,USLC,63.7,mgaines,Left Winger,0.3088155445237356,0.6855705088426931,0.3149918554142103,0.2511699762126383,0.3681081290722929
Memo Rodriguez,Sporting Kansas City,6604,MLS,78.31,mrodriguez1,Central Midfielder,0.0648999088368028,0.3520328388420516,0.448399370145183,0.4621660174742018,0.31820621969074825
Michael Boxall,Minnesota United Fc,207242,MLS,78.31,mboxall,Center Back,0.6135991380934083,0.035399950274619715,0.6725990552177745,0.623432457614136,0.5127092798107421
Michael Bryant,Detroit City Fc,540855,USLC,63.7,mbryant,Center Back,0.6793941979522183,0.3582260316475333,0.6114547781569966,0.5599855207363739,0.5657500775674836
Michael Chilaka,Forward Madison Fc,1004919,USL1,56.19,mchilaka,Center Back,0.2115500773442679,0.2069511626193925,0.40010558106415883,0.40010558106415883,0.3049080462592383
Michael Knapp,Chattanooga Red Wolves Sc,1004918,USL1,56.19,mknapp,Defensive Midfielder,0.31272620129152645,0.082780465047757,0.18855550371989094,0.23454465096864482,0.21844844943158098
Michee Ngalina,Hartford Athletic,1003206,USLC,63.7,mngalina,Left Winger,0.11940867721584443,0.6093960078601717,0.04323417623332299,0.05146925742062261,0.18178941720963906
Michel Poon-Angeron,Portland Hearts Of Pine,1701883,USL1,56.19,mpoonangeron,Central Midfielder,0.2805337982173987,0.082780465047757,0.2161489920691433,0.2069511626193925,0.20603137967441743
Michelle Benitez,Sacramento Republic Fc,521004,USLC,63.7,mbenitez,Center Back,0.6896880494363429,0.7143932929982417,0.1008797445444203,0.22440596235391452,0.4372828110456096
Miguel Almiron,Atlanta United Fc,773958,MLS,78.31,malmiron,Right Winger,0.7335656362462862,0.8810654290572018,0.8023988728913801,0.7355323001504318,0.7774222413087317
Miguel Berry,Los Angeles Galaxy,6637,MLS,78.31,mberry,Striker,0.025566630753892015,0.09046653959069482,0.2497663158264835,0.14749979281091546,0.11996649815287791
Mikael Uhre,Philadelphia Union,191716,MLS,78.31,muhre,Striker,0.41496608377470884,0.7099656693965397,0.5683658682980609,0.5703325322022065,0.5512558923319947
Mikey Lopez,Portland Hearts Of Pine,1701883,USL1,56.19,mlopez,Right Back,0.16096201537063862,0.082780465047757,0.16096201537063862,0.10577503867213395,0.1287696122965109
Mikey Maldonado,North Carolina Fc,162185,USLC,63.7,mmaldonado,Defensive Midfielder,0.6979231306236424,0.5126338039094012,0.6299837108284206,0.5661618316268486,0.6077489916227117
Miki Yamane,Los Angeles Galaxy,6637,MLS,78.31,myamane,Right Back,0.26156629925135677,0.4031661003498356,0.035399950274619715,0.07866655616582159,0.18978306675004455
Miles Lyons,Monterey Bay Fc,915808,USLC,63.7,mlyons,Right Back,0.5620442910331988,0.3582260316475333,0.257346287103113,0.2614638276967628,0.3701668993691177
Miles Robinson,Fc Cincinnati,722265,MLS,78.31,mrobinson,Center Back,0.6961990220675209,0.751265611383596,0.7138989972048309,0.6686657274094834,0.7024923465607866
Mitchell Taintor,San Antonio Fc,722269,USLC,63.7,mtaintor,Center Back,0.6155723187506463,0.5126338039094012,0.6135135484538214,0.601160926672872,0.5902494440997
Mitja Ilenic,New York City Fc,546238,MLS,78.31,milenic,Right Back,0.3028662412384131,0.4719993369949295,0.20059971822284503,0.24189966020990136,0.2979495814780493
Mohamed Farsi,Columbus Crew Sc,6001,MLS,78.31,mfarsi,Right Wing-Back,0.721765652821413,0.5998324907643895,0.3775994695959436,0.40513276425398115,0.5335559171946849
Mohamed Omar,San Antonio Fc,722269,USLC,63.7,momar,Center Back,0.15646654255869272,0.3582260316475333,0.364402342538008,0.32734447719515974,0.289668980763264
Mohammed Sofo,New York Red Bulls,6514,MLS,78.31,msofo,Striker,0.5231325985027135,0.15143312061920655,0.22026635726430044,0.12783315376946008,0.2696296212583535
Monsef Bakrar,New York City Fc,546238,MLS,78.31,mbakrar,Striker,0.04326660589120187,0.23403300459331922,0.25763297144306563,0.11996649815287791,0.1473031264205009
Morey Doner,Detroit City Fc,540855,USLC,63.7,mdoner,Right Back,0.10499728513807012,0.15646654255869272,0.3891075860999069,0.34587340986658394,0.24437603423311616
Morris Duggan,Minnesota United Fc,207242,MLS,78.31,mduggan,Center Back,0.28123293829281215,0.06686657274094834,0.3697328139793614,0.3677661500752159,0.2820196038544704
Moses Mensah,Birmingham Legion Fc,1003207,USLC,63.7,mmensah,Left Back,0.20793579997931533,0.0988209742475954,0.4838110197538525,0.4817522494570276,0.3234328136311925
Moses Nyeman,Loudoun United Fc,1003205,USLC,63.7,mnyeman,Central Midfielder,0.08235081187299616,0.3582260316475333,0.387048815803082,0.3602848019443582,0.2818456536353294
Mukwelle Akale,Spokane Velocity Fc,1003208,USLC,63.7,makale,Right Winger,0.407636518771331,0.0988209742475954,0.2820515306650119,0.11323236632536973,0.23243516651153168
Myrto Uzuni,Austin Fc,1218886,MLS,78.31,muzuni,Striker,0.2517329797306291,0.8594321261116008,0.1297998176736056,0.1986330543186995,0.33295619897183987
Nate Jones,Las Vegas Lights Fc,915809,USLC,63.7,njones,Center Back,0.016470162374599234,0.03705786534284828,0.21822965146343984,0.0988209742475954,0.08564484434791601
Nathan Byrne,Charlotte Fc,1323940,MLS,78.31,nbyrne,Right Back,0.6548990800804646,0.3048329051425586,0.20059971822284503,0.21239970164771826,0.36127615919153555
Nathan Dossantos,Charleston Battery,162183,USLC,63.7,ndossantos,Left Back,0.5620442910331988,0.6093960078601717,0.3849900455062571,0.4014602078808563,0.4879285603475023
Nathan Harriel,Philadelphia Union,191716,MLS,78.31,nharriel,Right Back,0.7335656362462862,0.3520328388420516,0.6155658019975538,0.5899991712436619,0.5905891704149056
Nathan Messer,Portland Hearts Of Pine,1701883,USL1,56.19,nmesser,Left Back,0.5978589142338006,0.013796744174626167,0.41850123996366045,0.4231001546885358,0.3927473175043582
Nathan Ordaz,Los Angeles Fc,867280,MLS,78.31,nordaz,Right Winger,0.23599966849746476,0.23403300459331922,0.013766647329018777,0.021633302945600934,0.1268498218173873
Nathan Saliba,Club De Foot Montreal,161195,MLS,78.31,nsaliba,Defensive Midfielder,0.4346327228161642,0.5998324907643895,0.4759326648032205,0.47003267309078395,0.4865526498856064
Neco Brett,Spokane Velocity Fc,1584038,USL1,56.19,nbrett,Striker,0.013796744174626167,0.082780465047757,0.4506936430377881,0.5840621700591744,0.2860524958872492
Nelson Blanco,Spokane Velocity Fc,722269,USLC,63.7,nblanco,Left Midfielder,0.06382187920157203,0.03705786534284828,0.10705605543489502,0.10705605543489502,0.08008616454648879
Nemanja Radoja,Sporting Kansas City,6604,MLS,78.31,nradoja,Central Midfielder,0.3441661832254694,0.3048329051425586,0.4385660506244553,0.4385660506244553,0.3834994613083802
Neveal Hackshaw,Oakland Roots Sc,1130413,USLC,63.7,nhackshaw,Center Back,0.364402342538008,0.25528751680628814,0.21822965146343984,0.31293308511738543,0.2979040619505636
Niall Reid-Stephen,South Georgia Tormenta Fc,727430,USL1,56.19,nreidstephen,Right Midfielder,0.331121860191028,0.30352837184177567,0.519677363910919,0.5656665111596729,0.43367765855574925
Nick Hagglund,Fc Cincinnati,722265,MLS,78.31,nhagglund,Center Back,0.49559930384467593,0.15143312061920655,0.4877326482280938,0.49756596774882145,0.42578273524750926
Nick Spielman,Charlotte Independence,614315,USL1,56.19,nspielman,Center Back,0.41850123996366045,0.5932599995089252,0.5840621700591744,0.5380730228104205,0.5224367127458442
Nicksoen Gomis,Toronto Fc,56453,MLS,78.31,ngomis,Center Back,0.17306642356480748,0.18289974308553517,0.4877326482280938,0.5113326150778403,0.3394461898555201
Nico Benalcazar,Orange County Sc,267813,USLC,63.7,nbenalcazar,Defensive Midfielder,0.6752766573585686,0.0988209742475954,0.5805732237046229,0.5496916692522494,0.5033693375736891
Nico Brown,Forward Madison Fc,1004919,USL1,56.19,nbrown,Left Winger,0.2897316276671495,0.30352837184177567,0.542671937535296,0.5242762786357944,0.4134424337662975
Nico Campuzano,Monterey Bay Fc,915808,USLC,63.7,ncampuzano,Keeper,0.5949846157823974,0.03705786534284828,0.7226283741855414,0.7164520632950666,0.5453682516289171
Nico Cavallo,New York City Fc,546238,MLS,78.31,ncavallo,Left Back,0.20846637383942718,0.009833319520727699,0.6371991049431548,0.824032175836981,0.4391560497956989
Nico Gordon,Monterey Bay Fc,915808,USLC,63.7,ngordon,Center Back,0.5291039662840004,0.3582260316475333,0.3561672613507084,0.3994014375840314,0.42143027976005787
Nicolas Firmino,Lexington Sc,1430405,USLC,63.7,nfirmino,Attacking Midfielder,0.2491112059158134,0.3582260316475333,0.150290231668218,0.2491112059158134,0.25116997621263826
Nicolas Romero,Minnesota United Fc,207242,MLS,78.31,nromero,Center Back,0.6135991380934083,0.6647323996011923,0.7276656445338495,0.7237323167255586,0.6796790452726985
Nicolás Lodeiro,Houston Dynamo Fc,8259,MLS,78.31,nlodeiro,Right Winger,0.14553312890676992,0.23403300459331922,0.0943998673989859,0.025566630753892015,0.1170165022966596
Nil Vinyals,Spokane Velocity Fc,1584038,USL1,56.19,nvinyals,Left Winger,0.09657720922238318,0.4828860461119158,0.3863088368895327,0.413902325238785,0.32698283693864016
Nils Seufert,Richmond Kickers,267811,USL1,56.19,nseufert,Attacking Midfielder,0.5932599995089252,0.30352837184177567,0.47368821666216504,0.4322979841382866,0.46311071279495164
Noah Allen,Inter Miami Cf,960720,MLS,78.31,nallen,Center Back,0.4877326482280938,0.3048329051425586,0.6824323747385023,0.6470324244638825,0.5378825777838051
Noah Cobb,Atlanta United Fc,773958,MLS,78.31,ncobb,Center Back,0.015733311233164318,0.3520328388420516,0.22616634897673707,0.10423318691971359,0.15162978700962113
Noah Eile,New York Red Bulls,6514,MLS,78.31,neile,Center Back,0.7630655948084694,0.4719993369949295,0.8672987817281829,0.8613987900157464,0.7551989391918872
Noah Fuson,Rhode Island Fc,1597140,USLC,63.7,nfuson,Striker,0.3149918554142103,0.5126338039094012,0.014411392077774329,0.026764013858723755,0.20793579997931533
Noah Powder,Westchester Sc,1706430,USL1,56.19,npowder,Right Winger,0.44609472831291275,0.4828860461119158,0.01839565889950156,0.022994573624376943,0.24098313158347037
Noble Okello,Phoenix Rising Fc,424268,USLC,63.7,nokello,Defensive Midfielder,0.44469438411417933,0.3582260316475333,0.257346287103113,0.32528570689833486,0.3541084910538835
Nolan Norris,Fc Dallas,6399,MLS,78.31,nnorris,Left Back,0.6548990800804646,0.009833319520727699,0.648999088368028,0.7099656693965397,0.5412259064208524
Oalex Anderson,North Carolina Fc,162185,USLC,63.7,oanderson,Striker,0.16881916433964214,0.3582260316475333,0.6258661702347709,0.64645387320302,0.4414003516392595
Obafemi Awodesu,Houston Dynamo Fc,8259,MLS,78.31,oawodesu,Center Back,0.3441661832254694,0.06686657274094834,0.10029985911142252,0.19469972651040843,0.19509305929123752
Obed Vargas,Seattle Sounders Fc,130394,MLS,78.31,ovargas,Defensive Midfielder,0.8456654787825819,0.8318988314535632,0.4385660506244553,0.4385660506244553,0.6393624352377149
Obinna Nwobodo,Fc Cincinnati,722265,MLS,78.31,onwobodo,Central Midfielder,0.6548990800804646,0.670632391313629,0.15339978452335207,0.08063322006996712,0.3854661252125257
Ola Brynhildsen,Toronto Fc,56453,MLS,78.31,obrynhildsen,Striker,0.025566630753892015,0.670632391313629,0.5683658682980609,0.63326577713486365,0.4454493742889647
Oleksandr Svatok,Austin Fc,1218886,MLS,78.31,osvatok,Center Back,0.3028662412384131,0.3520328388420516,0.1789664152772441,0.2497663158264835,0.2719896179433281
Oliver Larraz,Colorado Rapids,8314,MLS,78.31,olarraz,Defensive Midfielder,0.6135991380934083,0.23403300459331922,0.1848664069896807,0.27336628267623,0.34986950854749144
Olivier Giroud,Los Angeles Fc,867280,MLS,78.31,ogiroud,Striker,0.3087662329508497,0.4719993369949295,0.5683658682980609,0.645065760559737,0.4942226391117741
Ollie Bassett,Tampa Bay Rowdies,197328,USLC,63.7,obassett,Central Midfielder,0.23881735443168886,0.6258661702347709,0.32940324749198463,0.3726374237253076,0.37449031699245006
Ollie Wright,Portland Hearts Of Pine,1701883,USL1,56.19,owright,Left Midfielder,0.1287696122965109,0.013796744174626167,0.10577503867213395,0.06438480614825545,0.08186068210278193
Olwethu Makhanya,Philadelphia Union,191716,MLS,78.31,omakhanya,Center Back,0.6548990800804646,0.09833319520727697,0.09046653959069482,0.10816651472800466,0.2666796254021351
Omar Ciss,Charlotte Independence,614315,USL1,56.19,ociss,Defensive Midfielder,0.15176418592088783,0.30352837184177567,0.5012817050114174,0.5012817050114174,0.35687578265033015
Omar Gomez,Chattanooga Red Wolves Sc,1004918,USL1,56.19,ogomez,Central Midfielder,0.16096201537063862,0.013796744174626167,0.37251209271490654,0.37251209271490654,0.2373039998035701
Omar Valencia,New York Red Bulls,6514,MLS,78.31,ovalencia,Left Back,0.721765652821413,0.23403300459331922,0.5034659594612582,0.499532631652967,0.5138892781532295
Omari Glasgow,Chicago Fire Fc,6397,MLS,78.31,oglasgow,Right Winger,0.013766647329018777,0.025566630753892015,0.1297998176736056,0.08653321178240374,0.06116324741892627
Omir Fernandez,Portland Timbers,307690,MLS,78.31,ofernandez,Left Winger,0.08849987568654927,0.5998324907643895,0.6824323747385023,0.8495988065908731,0.537882577783805
Onni Valakari,San Diego Fc,1701119,MLS,78.31,ovalakari,Striker,0.597865826860244,0.7099656693965397,0.6017991546685351,0.5919658351478073,0.6193024634154304
Osaze Urhoghide,Fc Dallas,6399,MLS,78.31,ourhoghide,Center Back,0.6548990800804646,0.5073992872695492,0.7355323001504318,0.6647323996011923,0.6444757613884933
Oscar Jiménez,South Georgia Tormenta Fc,727430,USL1,56.19,ojimenez,Right Back,0.11497286812188472,0.013796744174626167,0.19315441844476636,0.2161489920691433,0.14072679058118692
Oscar Ustari,Inter Miami Cf,960720,MLS,78.31,oustari,Keeper,0.17306642356480748,0.009833319520727699,0.003933327808291079,0.003933327808291079,0.05585325487773332
Osman Bukari,Austin Fc,1218886,MLS,78.31,obukari,Right Winger,0.36383282226692476,0.8318988314535632,0.2930329217176854,0.3382661915130328,0.43561605476823706
Osvaldo Lay,Av Alta Fc,1701876,USL1,56.19,olay,Defensive Midfielder,0.4828860461119158,0.30352837184177567,0.43689689886316196,0.45529255776266353,0.42953863530336134
Ousman Jabang,New Mexico United,1003208,USLC,63.7,ojabang,Central Midfielder,0.4776347088633777,0.03705786534284828,0.3891075860999069,0.17087793463646705,0.2797868833385045
Ousmane Sylla,Orange County Sc,267813,USLC,63.7,osylla,Left Winger,0.3355795583824594,0.0988209742475954,0.5682206019236735,0.6114547781569966,0.41751861619609054
Ousseni Bouda,San Jose Earthquakes,6603,MLS,78.31,obouda,Striker,0.21633302945600932,0.23403300459331922,0.7138989972048309,0.772898914329197,0.4863559834951919
Owen Damm,Fc Tulsa,614325,USLC,63.7,odamm,Left Midfielder,0.6299837108284206,0.15646654255869272,0.5538092098458992,0.5229276553935256,0.4879285603475022
Owen Wolff,Austin Fc,1218886,MLS,78.31,owolff,Central Midfielder,0.6391657688473004,0.670632391313629,0.6214657937099904,0.5722991961063519,0.6218591264908195
Ozzie Ramos,Texoma Fc,1701884,USL1,56.19,oramos,Defensive Midfielder,0.22994573624376943,0.082780465047757,0.23454465096864482,0.25294030986814636,0.2083308370368551
Pablo Ruiz,Real Salt Lake City,6606,MLS,78.31,pruiz,Attacking Midfielder,0.04129994198705633,0.4031661003498356,0.3126995607591408,0.16323310404407976,0.20453304603113612
Pacifique Niyongabire,Tampa Bay Rowdies,197328,USLC,63.7,pniyongabire,Right Wing-Back,0.3149918554142103,0.3582260316475333,0.6938055900299928,0.6917468197331679,0.5124279268797186
Paco Craig,North Carolina Fc,162185,USLC,63.7,pcraig,Center Back,0.6155723187506463,0.15646654255869272,0.6155723187506463,0.6073372375633467,0.5212806391560657
Panagiotis Armenakas,Oakland Roots Sc,1130413,USLC,63.7,parmenakas,Attacking Midfielder,0.15646654255869272,0.3582260316475333,0.01852893267142414,0.03294032474919847,0.13217305305615884
Pape Mar Boye,Phoenix Rising Fc,424268,USLC,63.7,pboye,Center Back,0.014411392077774329,0.3582260316475333,0.44263561381735445,0.44469438411417933,0.2979040619505636
Patrick Agyemang,Charlotte Fc,1323940,MLS,78.31,pagyemang,Striker,0.21633302945600932,0.751265611383596,0.5919658351478073,0.5644325404897699,0.5028759602900145
Patrick Hogan,Indy Eleven,514649,USLC,63.7,phogan,Center Back,0.2861690712586617,0.25528751680628814,0.12146744751266934,0.193524407901541,0.2192590366118523
Patrick Langlois,Portland Hearts Of Pine,1701883,USL1,56.19,planglois,Defensive Midfielder,0.11957178284676012,0.30352837184177567,0.41850123996366045,0.43689689886316196,0.31134652687406383
Patrick Leal,Las Vegas Lights Fc,915809,USLC,63.7,pleal,Central Midfielder,0.407636518771331,0.03705786534284828,0.17293670493329197,0.14823146137139312,0.20875930809804527
Patrick McNair,San Diego Fc,1701119,MLS,78.31,pmcnair,Center Back,0.5821325156270797,0.670632391313629,0.3126995607591408,0.371699477883507,0.48281598846773
Patrick Rakovsky,Phoenix Rising Fc,424268,USLC,63.7,prakovsky,Keeper,0.06382187920157203,0.0988209742475954,0.01029385148412452,0.016470162374599234,0.04591057761919536
Patrick Schulte,Columbus Crew Sc,6001,MLS,78.31,pschulte,Keeper,0.5349325819275867,0.7099656693965397,0.8495988065908731,0.8161655202203989,0.7172423258418783
Patrick Yazbek,Nashville Sc,915807,MLS,78.31,pyazbek,Central Midfielder,0.2300996767850281,0.5998324907643895,0.11013317863215022,0.14159980109847886,0.25350297724436005
Patrickson Delgado,Fc Dallas,6399,MLS,78.31,pdelgado,Attacking Midfielder,0.1337331454818967,0.5073992872695492,0.5172326067902768,0.5939324990519529,0.4232260721721201
Paul Rothrock,Seattle Sounders Fc,130394,MLS,78.31,prothrock,Left Winger,0.3087662329508497,0.23403300459331922,0.2497663158264835,0.3087662329508497,0.28201960385447034
Pavel Bucha,Fc Cincinnati,722265,MLS,78.31,pbucha,Central Midfielder,0.7787989060416337,0.5998324907643895,0.2930329217176854,0.3579328305544882,0.5195926034752516
Pedrinho,Fc Dallas,6399,MLS,78.31,ppedrinho,Right Winger,0.5349325819275867,0.06096658102851173,0.8161655202203989,0.871232109536474,0.5972758276890003
Pedro Amador,Atlanta United Fc,773958,MLS,78.31,pamador,Left Back,0.23599966849746476,0.29696624952597644,0.7020990137799576,0.7335656362462862,0.49068264408431206
Pedro De la Vega,Seattle Sounders Fc,130394,MLS,78.31,pvega,Right Winger,0.5152659428861313,0.8004322089872346,0.5565658848731877,0.6017991546685351,0.6065191480384844
Pedro Dolabella,North Carolina Fc,162185,USLC,63.7,pdolabella,Defensive Midfielder,0.4899873306443272,0.5126338039094012,0.494104871237977,0.4920461009411521,0.4959577645051194
Pedro Gallese,Orlando City Sc,267810,MLS,78.31,pgallese,Keeper,0.6352324410390092,0.18289974308553517,0.8515654704950186,0.8377988231659999,0.6488024219776135
Pedro Guimaraes,Orange County Sc,267813,USLC,63.7,pguimaraes,Left Back,0.12764375840314407,0.5126338039094012,0.34587340986658394,0.3088155445237356,0.30263923363326095
Pedro Hernandez,Chattanooga Red Wolves Sc,1004918,USL1,56.19,phernandez,Attacking Midfielder,0.11037395339700934,0.30352837184177567,0.4644903872124143,0.4782871313870405,0.3302020772460529
Pedro Santos,Loudoun United Fc,1003205,USLC,63.7,psantos,Left Wing-Back,0.7020406712172923,0.03705786534284828,0.621748629641121,0.6320424811252456,0.5319862446995552
Pedro Vite,Vancouver Whitecaps Fc,307691,MLS,78.31,pvite,Central Midfielder,0.8574654622074552,0.8004322089872346,0.7630655948084694,0.7650322587126148,0.7994488770351618
Peglow,D C United,6602,MLS,78.31,ppeglow,Left Winger,0.8318988314535632,0.18289974308553517,0.5270659263110046,0.5427992375441689,0.5544025545786275
Pep Biel,Charlotte Fc,1323940,MLS,78.31,pbiel,Right Winger,0.743398955767014,0.670632391313629,0.7335656362462862,0.6961990220675209,0.7127189988623435
Petar Musa,Fc Dallas,6399,MLS,78.31,pmusa,Striker,0.7158656611089764,0.8554987983033097,0.5781991878187885,0.5821325156270797,0.6761390502452365
Peter Stroud,New York Red Bulls,6514,MLS,78.31,pstroud,Defensive Midfielder,0.4346327228161642,0.09833319520727697,0.40906609206227224,0.41693274767885435,0.3569494986024154
Peter Wilson,Oakland Roots Sc,1130413,USLC,63.7,pwilson,Striker,0.46528208708242835,0.25528751680628814,0.6999819009204674,0.6835117385458682,0.5356920312338401
Peyton Miller,New England Revolution,6580,MLS,78.31,pmiller,Left Back,0.743398955767014,0.025566630753892015,0.5172326067902768,0.5270659263110046,0.4896993121322393
Philip Quinton,Real Salt Lake City,6606,MLS,78.31,pquinton,Center Back,0.3028662412384131,0.18289974308553517,0.4621660174742018,0.46609934528249286,0.3597028280682192
Philip Spengler,Texoma Fc,1701884,USL1,56.19,pspengler,Attacking Midfielder,0.3771110074397819,0.30352837184177567,0.5518697669850466,0.5288751933606697,0.4428754880054999
Philip Zinckernagel,Chicago Fire Fc,6397,MLS,78.31,pzinckernagel,Right Winger,0.5722991961063519,0.5073992872695492,0.5172326067902768,0.5054326233654036,0.5282459246534918
Phillip Goodrum,Louisville City Fc,614316,USLC,63.7,pgoodrum,Striker,0.44469438411417933,0.6258661702347709,0.7123345227014168,0.6999819009204674,0.6110430240976316
Pierce Gallaway,Monterey Bay Fc,915808,USLC,63.7,pgallaway,Defensive Midfielder,0.09470343365394558,0.15646654255869272,0.23264104354121418,0.13999638018409347,0.1482314613713931
Pierre Reedy,Spokane Velocity Fc,1584038,USL1,56.19,preedy,Left Winger,0.6346502320328037,0.30352837184177567,0.6162545731333021,0.6162545731333021,0.5592280305448474
Preston Kilwien,Texoma Fc,1701884,USL1,56.19,pkilwien,Center Back,0.0873793797726324,0.30352837184177567,0.39090775161440805,0.3863088368895327,0.28099368968988625
Prince Osei Owusu,Club De Foot Montreal,161195,MLS,78.31,powusu,Striker,0.4562660257617651,0.5073992872695492,0.3618661583627793,0.397266108637399,0.42991272944621495
Prince Saydee,Westchester Sc,1706430,USL1,56.19,psaydee,Right Winger,0.04598914724875389,0.082780465047757,0.2161489920691433,0.09657720922238318,0.10255579836472119
Quenzi Huerman,Colorado Springs Switchbacks Fc,614321,USLC,63.7,qhuerman,Attacking Midfielder,0.2861690712586617,0.15646654255869272,0.5805732237046229,0.6196898593442961,0.4191656324335505
Quinn Sullivan,Philadelphia Union,191716,MLS,78.31,qsullivan,Central Midfielder,0.8554987983033097,0.7827322338499247,0.7984655450830891,0.7374989640545773,0.7941388844939687
Rafael Cabral,Real Salt Lake City,6606,MLS,78.31,rcabral,Keeper,0.6470324244638825,0.06686657274094834,0.40709942815812666,0.41103275596641775,0.412212754308905
Rafael Cabral,Real Salt Lake City,6606,MLS,78.31,rcabral,Keeper,0.6470324244638825,0.06686657274094834,0.8869654207696382,0.8849987568654928,0.6503757531009299
Rafael Jauregui,Charlotte Independence,614315,USL1,56.19,rjauregui,Right Midfielder,0.23454465096864482,0.5932599995089252,0.24834139514327103,0.2989294571169003,0.3283625113561027
Rafael Mentzingen,North Carolina Fc,162185,USLC,63.7,rmentzingen,Right Wing-Back,0.6382187920157203,0.3582260316475333,0.2470524356189885,0.33146201778880957,0.41195993639466333
Rafael Navarro,Colorado Rapids,8314,MLS,78.31,rnavarro,Striker,0.7787989060416337,0.8004322089872346,0.7768322421374881,0.7158656611089764,0.7638522603701277
Rafael Santos,Orlando City Sc,267810,MLS,78.31,rsantos,Left Back,0.10816651472800466,0.23403300459331922,0.3579328305544882,0.3343328637047417,0.2511429805593854
Raheem Edwards,New York Red Bulls,6514,MLS,78.31,redwards,Left Wing-Back,0.11013317863215022,0.23403300459331922,0.33629952760888726,0.298932913430122,0.23678633405912297
Raheem Sommersall,North Carolina Fc,162185,USLC,63.7,rsommersall,Central Midfielder,0.3149918554142103,0.15646654255869272,0.20999457027614024,0.22646473265073946,0.2357291989864515
Raiko Arozarena,Las Vegas Lights Fc,915809,USLC,63.7,rarozarena,Keeper,0.407636518771331,0.3582260316475333,0.7205696038887164,0.7143932929982417,0.5523680706381218
Ramiro,Fc Dallas,6399,MLS,78.31,rramiro,Central Midfielder,0.47003267309078395,0.22223302116844595,0.16126644013993424,0.2182996933601549,0.28319960219695767
Ramiro Enrique,Orlando City Sc,267810,MLS,78.31,renrique,Striker,0.06293324493265727,0.5998324907643895,0.26549962705964786,0.09243320349484035,0.21967635809305674
Ramiz Hamouda,Birmingham Legion Fc,1003207,USLC,63.7,rhamouda,Center Back,0.27175767918088733,0.5126338039094012,0.22440596235391452,0.2779339900713621,0.31231545402833794
Ranko Veselinovic,Vancouver Whitecaps Fc,307691,MLS,78.31,rveselinovic,Center Back,0.6391657688473004,0.5073992872695492,0.448399370145183,0.45036603404932857,0.5180192723519351
Raoul Petretta,Toronto Fc,56453,MLS,78.31,rpetretta,Center Back,0.6548990800804646,0.18289974308553517,0.1691330957565164,0.1887997347979718,0.3235162122319412
Ray Serrano,Louisville City Fc,614316,USLC,63.7,rserrano,Left Winger,0.5949846157823974,0.7082169821077671,0.2738164494777123,0.31910939600786015,0.4706348898541731
Rece Buckmaster,San Antonio Fc,722269,USLC,63.7,rbuckmaster,Right Back,0.11940867721584443,0.6258661702347709,0.2738164494777123,0.22852350294756438,0.2843161779915193
Reggie Cannon,Colorado Rapids,8314,MLS,78.31,rcannon,Right Back,0.29696624952597644,0.4031661003498356,0.23599966849746476,0.2674662909637934,0.29716291591639105
Rhys Williams,Detroit City Fc,540855,USLC,63.7,rwilliams,Right Wing-Back,0.4776347088633777,0.25528751680628814,0.3376383286792843,0.36234357224118313,0.37057865342848273
Ricardo Ruiz,El Paso Locomotive Fc,1003209,USLC,63.7,rruiz,Left Midfielder,0.4776347088633777,0.3582260316475333,0.4776347088633777,0.4776347088633777,0.45375297342020887
Richard Sanchez,San Antonio Fc,722269,USLC,63.7,rsanchez,Keeper,0.3602848019443582,0.03705786534284828,0.006176310890474712,0.012352621780949424,0.12043806236425687
Riley Bidois,Loudoun United Fc,1003205,USLC,63.7,rbidois,Striker,0.07411573068569656,0.15646654255869272,0.6732178870617437,0.6896880494363429,0.39507801996069913
Rio Hope-Gund,Rhode Island Fc,1597140,USLC,63.7,rhopegund,Center Back,0.387048815803082,0.0988209742475954,0.5064574930189264,0.5455741286585996,0.4008425767918088
Robbie Mertz,Pittsburgh Riverhounds Sc,267816,USLC,63.7,rmertz,Central Midfielder,0.37057865342848273,0.5126338039094012,0.26764013858723756,0.31705062571103526,0.36234357224118313
Robert Castellanos,Tampa Bay Rowdies,197328,USLC,63.7,rcastellanos,Center Back,0.23881735443168886,0.3582260316475333,0.6299837108284206,0.6032196969696969,0.4502530639156065
